日付	始値	高値	安値	終値	前日比	出来高	売買代金	貸株残高	融資残高	貸借倍率	5DMA	25DMA	75DMA	100DMA	200DMA
2021/02/12	5127.0	5190.0	5101.0	5128.0	28.0	6099000	31293210	200500	20000	0.10	5049.60	4675.00	4425.31	4382.75	4009.00
2021/02/10	5065.0	5118.0	5040.0	5100.0	-19.0	3591500	18280404	296800	18300	0.06	4965.00	4638.56	4413.81	4374.75	3997.96
2021/02/09	5033.0	5123.0	4997.0	5119.0	139.0	4534300	23048241	207900	19000	0.09	4924.20	4602.60	4403.81	4366.71	3986.28
2021/02/08	4958.0	5106.0	4955.0	4980.0	59.0	4628200	23186091	195600	27600	0.14	4839.60	4568.40	4393.49	4358.13	3974.68
2021/02/05	4798.0	4935.0	4798.0	4921.0	216.0	4755100	23270321	196600	16800	0.09	4774.60	4542.04	4384.47	4349.79	3963.23
2021/02/04	4827.0	4867.0	4696.0	4705.0	-191.0	4130900	19601132	93800	80600	0.86	4698.80	4519.84	4375.41	4341.00	3951.20
2021/02/03	4715.0	4900.0	4710.0	4896.0	200.0	5072000	24582767	218100	32500	0.15	4676.40	4499.56	4369.60	4334.70	3941.34
2021/02/02	4700.0	4703.0	4634.0	4696.0	41.0	2906000	13619018	94800	38700	0.41	4620.40	4471.20	4361.67	4325.45	3930.46
2021/02/01	4579.0	4682.0	4566.0	4655.0	113.0	3061400	14218017	113100	38200	0.34	4603.80	4452.16	4356.64	4317.90	3920.63
2021/01/29	4603.0	4655.0	4529.0	4542.0	-51.0	3560700	16283512	51800	60500	1.17	4607.40	4434.12	4351.33	4311.53	3910.58
2021/01/28	4500.0	4629.0	4500.0	4593.0	-23.0	4790100	21935886	75600	71600	0.95	4633.00	4417.84	4348.11	4306.37	3900.16
2021/01/27	4679.0	4719.0	4593.0	4616.0	3.0	3102900	14414007	82000	66000	0.80	4644.40	4400.36	4344.32	4300.97	3888.95
2021/01/26	4619.0	4665.0	4571.0	4613.0	-60.0	3323900	15318490	131500	67800	0.52	4634.40	4383.48	4339.73	4295.07	3878.03
2021/01/25	4671.0	4686.0	4648.0	4673.0	3.0	2130000	9940500	132100	64300	0.49	4619.20	4363.20	4335.21	4288.59	3867.75
2021/01/22	4637.0	4695.0	4615.0	4670.0	20.0	3333800	15561610	150100	77300	0.51	4577.60	4337.64	4328.59	4281.68	3858.36
